Wall time,Step,Value
1688380716.605351,5,-0.022312596440315247
1688380826.972114,19,-0.021514303982257843
1688380999.646158,41,-0.012196347117424011
1688381054.740498,48,-0.010149712674319744
1688381062.616041,49,-0.002165333367884159
1688381172.256179,63,0.012200970202684402
1688381180.116588,64,0.012308849021792412
1688381211.653137,68,0.005490895360708237
1688381243.325088,72,-0.0016891886480152607
1688381289.022995,78,0.0038661640137434006
1688381327.282115,83,-7.829755486454815e-05
1688381380.369882,90,0.005010008346289396
1688381456.069985,100,-0.0005025975406169891
1688381486.474934,104,0.005819233134388924
1688381516.604364,108,-0.0021371236070990562
1688381623.077076,122,-0.0013998274225741625
1688381653.37789,126,-0.004496827721595764
1688381661.054828,127,-0.007283059414476156
1688381676.283625,129,-0.00515758665278554
1688381691.43432,131,-0.0037693979684263468
1688381798.297831,145,-0.006727980449795723
1688381821.306552,148,0.0008235229761339724
1688381897.663157,158,0.013996626250445843
1688381920.270437,161,0.013180642388761044
1688381935.636956,163,0.0019305224996060133
1688381950.805857,165,-0.0002321088541066274
1688382011.374298,173,0.0021821707487106323
1688382049.180077,178,-0.0015203310176730156
1688382155.298744,192,0.003845453727990389
1688382245.959681,204,-0.009165296331048012
1688382261.278181,206,-0.008120707236230373
1688382322.260894,214,-0.0001639053807593882
1688382444.47003,230,0.0039932625368237495
1688382557.402624,245,0.004001505672931671
1688382565.071723,246,1.9811850506812334e-06
1688382663.761072,259,-0.012206116691231728
1688382671.321317,260,-0.013354158028960228
1688382762.7681,272,-0.009137896820902824
1688382785.529619,275,-0.007012886926531792
1688382846.158533,283,-0.010998619720339775
1688382869.126425,286,-0.008646398782730103
1688382945.112196,296,-0.010567392222583294
1688383044.004968,309,-0.004061735235154629
1688383104.92904,317,-0.0013489616103470325
1688383127.48266,320,0.005298841744661331
1688383150.048237,323,0.01260583195835352
1688383325.838102,346,-0.0013905393425375223
1688383333.458489,347,0.004029448144137859
1688383424.707096,359,0.003944674041122198
1688383470.146591,365,-0.0001979816152015701
1688383485.444597,367,-0.0026905913837254047
1688383576.972117,379,0.005883871577680111
1688383637.818447,387,0.004156903829425573
1688383668.549192,391,0.004251872189342976
1688383683.503429,393,0.00796416774392128
1688383759.629597,403,0.002392942551523447
1688383774.980157,405,0.004742098040878773
1688383858.485092,416,-0.0011131674982607365
1688383912.638532,423,0.0026094659697264433
1688384018.724617,437,-0.0004527989949565381
1688384026.358103,438,-0.002641625003889203
1688384041.477136,440,-0.0024848459288477898
1688384094.789746,447,-0.0005291270790621638
1688384209.045707,462,-0.000790026446338743
1688384239.332041,466,-0.006853056140244007
1688384307.68322,475,-0.010139541700482368
1688384315.261634,476,-0.007953567430377007
1688384353.518293,481,-0.007447896059602499
1688384361.167957,482,-0.0066102417185902596
1688384406.985278,488,-0.006295059807598591
1688384581.883412,511,-0.005677357316017151
1688384597.282903,513,-0.0029777802992612123
1688384604.874765,514,-0.00010481428762432188
1688384612.514193,515,0.0005701847840100527
1688384635.245329,518,-0.0020145620219409466
1688384650.306081,520,-0.004148213192820549
1688384756.724858,534,-0.007525339722633362
1688384764.261133,535,-0.008771692402660847
1688384779.425269,537,-0.005396267399191856
1688384794.779529,539,-0.0034183221869170666
1688384809.946349,541,-0.005543864332139492
1688384840.363218,545,-0.014812149107456207
1688384855.612776,547,-0.0147483479231596
1688384901.762958,553,-0.01092841848731041
1688384932.06626,557,-0.0063903555274009705
1688384978.179298,563,0.0017203125171363354
1688384993.417341,565,0.0030557168647646904
1688385023.957597,569,-0.0013139304937794805
1688385145.871506,585,-0.003241578582674265
1688385191.412072,591,-0.0024769187439233065
1688385221.964136,595,0.011317620985209942
1688385237.257574,597,0.009505446068942547
1688385374.594716,615,-0.00013049639528617263
1688385443.770259,624,0.0021789881866425276
1688385481.902579,629,0.00933925062417984
1688385489.394817,630,0.005334797315299511
1688385550.291106,638,0.024983705952763557
1688385596.103657,644,0.055720262229442596
1688385603.659684,645,0.05786309391260147
1688385710.162298,659,0.08328388631343842
1688385778.766743,668,0.03684774041175842
1688385839.76456,676,0.07646872848272324
1688385847.378004,677,0.045489635318517685
1688385969.404475,693,0.04817218706011772
1688385984.837135,695,0.11733543127775192
1688386190.722581,722,0.043673910200595856
1688386220.914521,726,0.04501348361372948
1688386243.731353,729,0.0606359988451004
1688386266.464028,732,0.09527112543582916
1688386365.950425,745,0.10782171785831451
1688386518.693004,765,0.08858178555965424
1688386602.818144,776,0.15489090979099274
1688386610.33749,777,0.21196334064006805
1688386655.993548,783,0.27764031291007996
1688386701.820165,789,0.5419513583183289
1688386824.110227,805,0.29101648926734924
1688386831.909778,806,0.3027728199958801
1688386847.163642,808,0.23569631576538086
1688386938.706503,820,0.33025258779525757
1688387038.251556,833,0.29431694746017456
1688387229.172195,858,0.014878243207931519
1688387297.813974,867,-0.003770525800064206
1688387336.116024,872,-0.015086195431649685
1688387451.302552,887,-0.008622119203209877
1688387535.510655,898,-0.013765092939138412
1688387565.788014,902,-0.00020696388673968613
1688387787.88097,931,-0.006700607948005199
1688387803.017886,933,-0.0046974774450063705
1688387879.769127,943,-0.01583470031619072
1688387933.536705,950,-0.006086569279432297
1688388040.146901,964,-0.013459296897053719
1688388316.193428,1000,0.00024204477085731924
1688388339.208651,1003,-0.0015219799242913723
1688388354.511011,1005,-0.0038567488081753254
1688388438.960387,1016,0.0011315415613353252
1688388493.242124,1023,-0.002345129381865263
1688388524.636508,1027,0.0009077951544895768
1688388540.301723,1029,-0.0008460016688331962
1688388610.343313,1038,-0.002733382862061262
