Wall time,Step,Value
1688644763.078345,5,0.0
1688644786.815573,19,0.0
1688644824.404235,41,0.009999999776482582
1688644836.051855,48,0.009999999776482582
1688644861.288917,63,0.009999999776482582
1688644863.036033,64,0.009999999776482582
1688644875.949682,72,0.009999999776482582
1688644886.109178,78,0.009999999776482582
1688644894.815996,83,0.009999999776482582
1688644906.40121,90,0.009999999776482582
1688644929.76625,104,0.009999999776482582
1688644936.588881,108,0.009999999776482582
1688644960.650989,122,0.009999999776482582
1688644973.112764,129,0.009999999776482582
1688644976.647486,131,0.009999999776482582
1688645021.322261,158,0.009999999776482582
1688645026.464833,161,0.009999999776482582
1688645029.722133,163,0.009999999776482582
1688645032.964796,165,0.009999999776482582
1688645047.052215,173,0.009999999776482582
1688645079.27056,192,0.009999999776482582
1688645099.37212,204,0.009999999776482582
1688645102.736755,206,0.009999999776482582
1688645142.937275,230,0.009999999776482582
1688645167.820645,245,0.0
1688645169.381893,246,0.0
1688645192.505314,260,0.0
1688645212.224246,272,0.0
1688645216.984965,275,0.0
1688645230.004471,283,0.0
1688645235.24827,286,0.0
1688645252.082807,296,0.0
1688645287.624486,317,0.009999999776482582
1688645292.946015,320,0.009999999776482582
1688645298.215137,323,0.009999999776482582
1688645338.891591,347,0.009999999776482582
1688645359.578702,359,0.009999999776482582
1688645369.417248,365,0.009999999776482582
1688645372.6435,367,0.009999999776482582
1688645392.100595,379,0.019999999552965164
1688645405.623996,387,0.029999999329447746
1688645412.282389,391,0.029999999329447746
1688645432.096782,403,0.029999999329447746
1688645453.411149,416,0.029999999329447746
1688645464.967844,423,0.029999999329447746
1688645488.309384,437,0.029999999329447746
1688645489.883606,438,0.029999999329447746
1688645493.316294,440,0.029999999329447746
1688645505.025353,447,0.029999999329447746
1688645529.650803,462,0.03999999910593033
1688645536.542746,466,0.03999999910593033
1688645552.960725,476,0.03999999910593033
1688645561.595836,481,0.03999999910593033
1688645563.410844,482,0.03999999910593033
1688645572.975777,488,0.03999999910593033
1688645612.603002,511,0.029999999329447746
1688645615.977538,513,0.029999999329447746
1688645617.684208,514,0.029999999329447746
1688645624.166497,518,0.029999999329447746
1688645651.010587,534,0.029999999329447746
1688645659.191061,539,0.029999999329447746
1688645662.65793,541,0.029999999329447746
1688645682.320254,553,0.029999999329447746
1688645689.032155,557,0.029999999329447746
1688645699.170923,563,0.019999999552965164
1688645746.869001,591,0.019999999552965164
1688645753.92304,595,0.019999999552965164
1688645757.566249,597,0.019999999552965164
1688645810.957109,629,0.019999999552965164
1688645812.657124,630,0.019999999552965164
1688645826.304326,638,0.019999999552965164
1688645836.192144,644,0.019999999552965164
1688645837.792078,645,0.019999999552965164
1688645861.650077,659,0.019999999552965164
1688645876.062809,668,0.019999999552965164
1688645889.628899,676,0.019999999552965164
1688645921.918109,695,0.019999999552965164
1688645967.743071,722,0.019999999552965164
1688645974.476067,726,0.019999999552965164
1688646006.955769,745,0.019999999552965164
1688646040.445076,765,0.019999999552965164
1688646059.127519,776,0.019999999552965164
1688646060.836159,777,0.019999999552965164
1688646071.436914,783,0.009999999776482582
1688646081.559671,789,0.009999999776482582
1688646108.950346,805,0.009999999776482582
1688646110.626757,806,0.009999999776482582
1688646113.841518,808,0.009999999776482582
1688646133.526782,820,0.009999999776482582
1688646155.137861,833,0.009999999776482582
1688646197.746227,858,0.009999999776482582
1688646212.747805,867,0.0
1688646221.381176,872,0.0
1688646246.916037,887,0.019999999552965164
1688646265.517283,898,0.019999999552965164
1688646272.413275,902,0.019999999552965164
1688646320.810735,931,0.029999999329447746
1688646340.691007,943,0.029999999329447746
1688646352.455701,950,0.029999999329447746
1688646436.63203,1000,0.05000000074505806
1688646441.659351,1003,0.05000000074505806
1688646444.883847,1005,0.05000000074505806
1688646463.812149,1016,0.05000000074505806
1688646475.748273,1023,0.05000000074505806
1688646482.496655,1027,0.05000000074505806
1688646485.820748,1029,0.05000000074505806
1688646500.830546,1038,0.05000000074505806
1688646533.66428,1057,0.05000000074505806
1688646557.06851,1071,0.03999999910593033
1688646558.672091,1072,0.03999999910593033
1688646561.941861,1074,0.03999999910593033
1688646568.770986,1078,0.03999999910593033
1688646583.720418,1087,0.029999999329447746
1688646603.856115,1099,0.029999999329447746
1688646610.256832,1103,0.029999999329447746
1688646613.799504,1105,0.029999999329447746
