Wall time,Step,Value
1688644763.08285,5,-0.00039834188646636903
1688644786.818738,19,4.281738438294269e-05
1688644824.408543,41,0.0011680638417601585
1688644836.055183,48,6.754793867003173e-05
1688644861.291969,63,0.00017917425429914147
1688644863.039425,64,2.7957421480095945e-05
1688644875.954315,72,-0.0001863364304881543
1688644886.113128,78,-0.0001426323869964108
1688644894.819472,83,1.7716116417432204e-05
1688644906.404766,90,-0.0001568342122482136
1688644929.76965,104,-4.546445416053757e-05
1688644936.592817,108,0.00010702716826926917
1688644960.65428,122,0.0003985330695286393
1688644973.116103,129,0.00039252618444152176
1688644976.650712,131,0.0002761513751465827
1688645021.325218,158,1.2281247109058313e-05
1688645026.468455,161,0.0008455865317955613
1688645029.726645,163,0.0002583127352409065
1688645032.969854,165,-1.955328116309829e-05
1688645047.05546,173,-0.00023391761351376772
1688645079.275821,192,-0.0002925222215708345
1688645099.375364,204,0.0006196288159117103
1688645102.7404,206,0.0004666336171794683
1688645142.941902,230,-9.159046749118716e-05
1688645167.825416,245,0.00017482742259744555
1688645169.386214,246,5.8788355090655386e-05
1688645192.509208,260,-4.8294223233824596e-05
1688645212.229052,272,6.649024726357311e-05
1688645216.9891,275,2.004933230637107e-05
1688645230.007673,283,2.0896495698252693e-05
1688645235.251821,286,-9.758005035109818e-06
1688645252.087377,296,-0.00020561512792482972
1688645287.62775,317,-5.408362267189659e-05
1688645292.949691,320,2.5866504074656405e-05
1688645298.219897,323,0.0002674026763997972
1688645338.895045,347,-0.00017749794642440975
1688645359.581661,359,-0.00017559817933943123
1688645369.420286,365,0.00028170255245640874
1688645372.646684,367,0.007142371963709593
1688645392.105338,379,0.00753841083496809
1688645405.627224,387,0.0010230017360299826
1688645412.286479,391,0.00032413643202744424
1688645432.102071,403,-5.466776201501489e-05
1688645453.414356,416,0.0002809200086630881
1688645464.971222,423,0.0001695473911240697
1688645488.313853,437,0.00021768626174889505
1688645489.886804,438,0.00022644722776021808
1688645493.320465,440,0.0001402024645358324
1688645505.0292,447,0.010694554075598717
1688645529.655907,462,0.0008344360976479948
1688645536.547671,466,0.0006144942017272115
1688645552.964035,476,0.00021897074475418776
1688645561.60046,481,-7.156562787713483e-05
1688645563.415894,482,-0.0002726855454966426
1688645572.979043,488,-0.0001985211274586618
1688645612.60778,511,0.00016193049668800086
1688645615.981532,513,-2.6937668735627085e-05
1688645617.687357,514,-0.00019819365115836263
1688645624.171658,518,-4.5529359340434894e-05
1688645651.013841,534,1.3211560144554824e-05
